jump_n_m,sigma_neck_MPa,P_kN,elastic_def_um,def_Ls_um,damage,kappa
7.6051e-05,0.5097,6.1163,1.4401,77.4906,1.0000,7.6051e-05
7.6374e-05,0.5009,6.0111,1.4153,77.7894,1.0000,7.6374e-05
7.6698e-05,0.4922,5.9059,1.3905,78.0882,1.0000,7.6698e-05
7.7021e-05,0.4834,5.8007,1.3657,78.3871,1.0000,7.7021e-05
7.7345e-05,0.4746,5.6955,1.3410,78.6859,1.0000,7.7345e-05
7.7669e-05,0.4659,5.5903,1.3162,78.9847,1.0000,7.7669e-05
7.7992e-05,0.4571,5.4851,1.2914,79.2836,1.0000,7.7992e-05
7.8316e-05,0.4483,5.3799,1.2667,79.5824,1.0000,7.8316e-05
7.8639e-05,0.4396,5.2747,1.2419,79.8812,1.0000,7.8639e-05
7.8963e-05,0.4308,5.1695,1.2171,80.1801,1.0000,7.8963e-05
7.9287e-05,0.4220,5.0643,1.1924,80.4789,1.0000,7.9287e-05
7.9610e-05,0.4133,4.9591,1.1676,80.7777,1.0000,7.9610e-05
7.9934e-05,0.4045,4.8539,1.1428,81.0766,1.0000,7.9934e-05
8.0257e-05,0.3957,4.7487,1.1180,81.3754,1.0000,8.0257e-05
8.0581e-05,0.3870,4.6435,1.0933,81.6742,1.0000,8.0581e-05
8.0905e-05,0.3782,4.5382,1.0685,81.9731,1.0000,8.0905e-05
8.1228e-05,0.3694,4.4330,1.0437,82.2719,1.0000,8.1228e-05
8.1552e-05,0.3607,4.3278,1.0190,82.5707,1.0000,8.1552e-05
8.1875e-05,0.3519,4.2226,0.9942,82.8696,1.0000,8.1875e-05
8.2199e-05,0.3431,4.1174,0.9694,83.1684,1.0000,8.2199e-05
8.2523e-05,0.3344,4.0122,0.9447,83.4672,1.0000,8.2523e-05
8.2846e-05,0.3256,3.9070,0.9199,83.7661,1.0000,8.2846e-05
8.3170e-05,0.3168,3.8018,0.8951,84.0649,1.0000,8.3170e-05
8.3493e-05,0.3081,3.6966,0.8703,84.3637,1.0000,8.3493e-05
8.3817e-05,0.2993,3.5914,0.8456,84.6626,1.0000,8.3817e-05
8.4141e-05,0.2905,3.4862,0.8208,84.9614,1.0000,8.4141e-05
8.4464e-05,0.2817,3.3810,0.7960,85.2602,1.0000,8.4464e-05
8.4788e-05,0.2730,3.2758,0.7713,85.5591,1.0000,8.4788e-05
8.5111e-05,0.2642,3.1706,0.7465,85.8579,1.0000,8.5111e-05
8.5435e-05,0.2554,3.0654,0.7217,86.1567,1.0000,8.5435e-05
8.5759e-05,0.2467,2.9602,0.6970,86.4555,1.0000,8.5759e-05
8.6082e-05,0.2379,2.8550,0.6722,86.7544,1.0000,8.6082e-05
8.6406e-05,0.2291,2.7498,0.6474,87.0532,1.0000,8.6406e-05
8.6729e-05,0.2204,2.6445,0.6226,87.3520,1.0000,8.6729e-05
8.7053e-05,0.2116,2.5393,0.5979,87.6509,1.0000,8.7053e-05
8.7377e-05,0.2028,2.4341,0.5731,87.9497,1.0000,8.7377e-05
8.7700e-05,0.1941,2.3289,0.5483,88.2485,1.0000,8.7700e-05
8.8024e-05,0.1853,2.2237,0.5236,88.5474,1.0000,8.8024e-05
8.8347e-05,0.1765,2.1185,0.4988,88.8462,1.0000,8.8347e-05
8.8671e-05,0.1678,2.0133,0.4740,89.1450,1.0000,8.8671e-05
8.8995e-05,0.1590,1.9081,0.4493,89.4439,1.0000,8.8995e-05
8.9318e-05,0.1502,1.8029,0.4245,89.7427,1.0000,8.9318e-05
8.9642e-05,0.1415,1.6977,0.3997,90.0415,1.0000,8.9642e-05
8.9965e-05,0.1327,1.5925,0.3749,90.3404,1.0000,8.9965e-05
9.0289e-05,0.1239,1.4873,0.3502,90.6392,1.0000,9.0289e-05
9.0613e-05,0.1152,1.3821,0.3254,90.9380,1.0000,9.0613e-05
9.0936e-05,0.1064,1.2769,0.3006,91.2369,1.0000,9.0936e-05
9.1260e-05,0.0976,1.1717,0.2759,91.5357,1.0000,9.1260e-05
9.1583e-05,0.0889,1.0665,0.2511,91.8345,1.0000,9.1583e-05
9.1907e-05,0.0801,0.9613,0.2263,92.1334,1.0000,9.1907e-05
9.2231e-05,0.0713,0.8561,0.2016,92.4322,1.0000,9.2231e-05
9.2554e-05,0.0626,0.7509,0.1768,92.7310,1.0000,9.2554e-05
9.2878e-05,0.0538,0.6456,0.1520,93.0299,1.0000,9.2878e-05
9.3201e-05,0.0450,0.5404,0.1272,93.3287,1.0000,9.3201e-05
9.3525e-05,0.0363,0.4352,0.1025,93.6275,1.0000,9.3525e-05
9.3849e-05,0.0275,0.3300,0.0777,93.9264,1.0000,9.3849e-05
9.4172e-05,0.0187,0.2248,0.0529,94.2252,1.0000,9.4172e-05
9.4496e-05,0.0100,0.1196,0.0282,94.5240,1.0000,9.4496e-05
9.4819e-05,0.0012,0.0144,0.0034,94.8229,1.0000,9.4819e-05
9.5143e-05,0.0000,0.0000,0.0000,95.1431,1.0000,9.5143e-05
9.5467e-05,0.0000,0.0000,0.0000,95.4667,1.0000,9.5467e-05
9.5790e-05,0.0000,0.0000,0.0000,95.7903,1.0000,9.5790e-05
9.6114e-05,0.0000,0.0000,0.0000,96.1139,1.0000,9.6114e-05
9.6437e-05,0.0000,0.0000,0.0000,96.4375,1.0000,9.6437e-05
9.6761e-05,0.0000,0.0000,0.0000,96.7611,1.0000,9.6761e-05
